Wall time,Step,Value
1760798058.5381522,0,37.13999938964844
1760798124.1686733,1,48.2400016784668
1760798190.1400766,2,54.61000061035156
1760798256.3050845,3,60.689998626708984
1760798322.4934807,4,56.529998779296875
1760798388.4343033,5,62.810001373291016
1760798454.4712243,6,62.63999938964844
1760798520.4708102,7,69.31999969482422
1760798586.6873126,8,58.68000030517578
1760798652.4646626,9,71.75
1760798718.059139,10,73.79000091552734
1760798783.880522,11,73.08000183105469
1760798849.010488,12,74.22000122070312
1760798914.6905754,13,77.41000366210938
1760798980.652865,14,80.29000091552734
1760799046.5892508,15,80.98999786376953
1760799113.0278625,16,84.25
1760799178.4999955,17,79.26000213623047
1760799244.3942559,18,83.16000366210938
1760799310.1863298,19,84.93000030517578
1760799375.9403734,20,84.48999786376953
1760799441.1444848,21,81.5199966430664
1760799506.3361535,22,85.37000274658203
1760799572.2995946,23,84.27999877929688
1760799638.505054,24,84.83999633789062
1760799703.8460438,25,86.97000122070312
1760799769.3149972,26,86.2699966430664
1760799835.6152656,27,88.44000244140625
1760799901.3891678,28,88.04000091552734
1760799966.903896,29,88.95999908447266
1760800032.673055,30,87.62999725341797
1760800098.079012,31,89.05000305175781
1760800163.997675,32,86.98999786376953
1760800229.320149,33,87.13999938964844
1760800294.8678255,34,89.8499984741211
1760800360.6706872,35,89.48999786376953
1760800426.3022633,36,89.70999908447266
1760800491.7662804,37,88.68000030517578
1760800556.9461794,38,91.73999786376953
1760800622.8956072,39,91.2300033569336
1760800688.7047248,40,91.0199966430664
1760800754.4544475,41,91.19999694824219
1760800820.241608,42,89.69000244140625
1760800885.5134559,43,91.0
1760800951.0500648,44,91.94999694824219
1760801017.2085764,45,91.25
1760801082.5040028,46,90.61000061035156
1760801148.0221806,47,91.0199966430664
1760801213.3758976,48,92.18000030517578
1760801279.0025144,49,92.95999908447266
1760801344.8436017,50,91.1500015258789
1760801410.5353851,51,91.54000091552734
1760801476.1373808,52,92.11000061035156
1760801541.7225442,53,92.98999786376953
1760801607.3742664,54,92.30999755859375
1760801672.7816684,55,92.0199966430664
1760801738.4195797,56,92.54000091552734
1760801804.079694,57,92.56999969482422
1760801869.1383483,58,93.37000274658203
1760801934.622278,59,93.4000015258789
1760802000.6448302,60,92.76000213623047
1760802065.7590585,61,93.08000183105469
1760802131.3938537,62,93.23999786376953
1760802196.8088143,63,91.81999969482422
1760802262.4866977,64,93.08000183105469
1760802328.1970212,65,93.41000366210938
1760802393.8947976,66,93.5
1760802459.623891,67,93.44999694824219
1760802524.9629533,68,94.08000183105469
1760802590.7541533,69,93.63999938964844
1760802656.0665286,70,93.97000122070312
1760802721.3792508,71,93.7300033569336
1760802786.856815,72,93.3499984741211
1760802852.5863168,73,93.04000091552734
1760802917.7022614,74,93.69000244140625
1760802983.0995646,75,94.16999816894531
1760803049.1103342,76,93.7300033569336
1760803114.3381486,77,94.4800033569336
1760803180.1374507,78,94.0199966430664
1760803246.08522,79,94.11000061035156
1760803311.5204737,80,93.80999755859375
1760803377.2221305,81,93.4800033569336
1760803443.027979,82,93.83999633789062
1760803509.1810555,83,93.94999694824219
1760803574.8933206,84,94.11000061035156
1760803640.14924,85,93.75
1760803706.1627414,86,94.33000183105469
1760803771.5284986,87,93.87999725341797
1760803837.214684,88,93.97000122070312
