Wall time,Step,Value
1760855651.164837,0,42.79999923706055
1760855743.1321442,1,48.25
1760855837.2124777,2,60.380001068115234
1760855932.3489616,3,61.20000076293945
1760856026.9566162,4,68.12000274658203
1760856123.4079573,5,73.56999969482422
1760856229.0184214,6,78.30999755859375
1760856334.4336152,7,68.12000274658203
1760856440.7146683,8,70.4800033569336
1760856545.7721252,9,78.9000015258789
1760856651.176936,10,77.6500015258789
1760856756.405046,11,81.58999633789062
1760856860.7568395,12,82.43000030517578
1760856964.9699016,13,85.66000366210938
1760857058.9356973,14,86.6500015258789
1760857152.9727662,15,79.45999908447266
1760857246.117292,16,80.2699966430664
1760857338.698031,17,74.75
1760857432.7851415,18,79.5
1760857525.815504,19,82.66000366210938
1760857619.9251428,20,78.6500015258789
1760857713.0605428,21,81.4800033569336
1760857806.735952,22,86.08000183105469
1760857899.975692,23,85.3499984741211
1760857993.4873726,24,87.5999984741211
1760858087.483125,25,87.94000244140625
1760858180.4718142,26,89.29000091552734
1760858273.9951417,27,90.1500015258789
1760858368.20155,28,91.36000061035156
1760858462.0577173,29,91.56999969482422
1760858556.490236,30,91.83999633789062
1760858650.3077853,31,91.87000274658203
1760858743.265258,32,81.22000122070312
1760858836.2837396,33,71.62000274658203
1760858929.961124,34,79.83000183105469
1760859023.921787,35,83.11000061035156
1760859116.4897752,36,83.76000213623047
1760859209.4952128,37,83.83000183105469
1760859303.0309675,38,88.23999786376953
1760859396.1210997,39,86.02999877929688
1760859489.265727,40,86.75
1760859583.2209857,41,86.69000244140625
1760859676.5157623,42,88.75
1760859769.8460317,43,88.83999633789062
1760859862.859013,44,89.54000091552734
1760859955.6617093,45,88.9800033569336
1760860048.6986597,46,89.44000244140625
1760860143.4126885,47,90.23999786376953
1760860238.1483934,48,90.73999786376953
1760860333.0480769,49,90.95999908447266
1760860426.7874954,50,91.68000030517578
1760860521.0547547,51,91.26000213623047
1760860615.5136385,52,92.13999938964844
1760860710.2082827,53,92.69999694824219
1760860805.9800475,54,92.7699966430664
1760860901.396393,55,93.16000366210938
1760860996.2165163,56,93.6500015258789
1760861091.6152904,57,93.98999786376953
1760861185.317371,58,94.0199966430664
1760861280.2952676,59,94.13999938964844
1760861374.8981974,60,94.38999938964844
1760861469.7846065,61,94.7300033569336
1760861564.3422997,62,94.77999877929688
1760861659.142629,63,94.7699966430664
1760861753.822925,64,94.80999755859375
1760861849.2555869,65,82.97000122070312
1760861946.754799,66,87.33999633789062
1760862050.95615,67,83.95999908447266
1760862148.2961125,68,88.83000183105469
1760862244.6805675,69,87.73999786376953
1760862342.0869575,70,87.63999938964844
1760862439.0151422,71,87.25
1760862536.440752,72,87.9000015258789
1760862634.1867685,73,89.16999816894531
1760862732.3578851,74,89.30999755859375
1760862827.7713168,75,89.68000030517578
1760862923.0392382,76,87.45999908447266
1760863017.1715496,77,90.5
1760863111.7849767,78,88.97000122070312
1760863206.667127,79,89.72000122070312
1760863301.848323,80,87.83000183105469
1760863395.4517696,81,89.22000122070312
1760863494.1702528,82,89.69999694824219
1760863592.4021318,83,87.41999816894531
1760863690.2345588,84,89.04000091552734
1760863787.0849485,85,88.08000183105469
1760863884.0169618,86,90.94999694824219
1760863981.025918,87,89.5
1760864078.894586,88,88.44999694824219
1760864176.1476777,89,92.26000213623047
1760864273.1345305,90,91.6500015258789
1760864368.8944135,91,92.33000183105469
1760864464.8992715,92,91.05000305175781
1760864561.010368,93,90.9000015258789
1760864656.66231,94,91.05999755859375
1760864752.4168642,95,90.88999938964844
1760864848.1893241,96,91.54000091552734
1760864945.7159824,97,90.77999877929688
1760865042.9198668,98,92.3499984741211
1760865140.4923074,99,92.08000183105469
1760865236.0170174,100,92.45999908447266
1760865331.7436903,101,93.87000274658203
1760865428.3775725,102,93.63999938964844
1760865524.4822576,103,93.48999786376953
1760865620.9835532,104,92.66000366210938
1760865717.3540592,105,93.05000305175781
1760865814.0996897,106,94.2300033569336
1760865911.0473096,107,93.44000244140625
1760866008.022175,108,93.98999786376953
1760866103.62337,109,94.41000366210938
1760866200.2937162,110,94.55999755859375
1760866295.5188193,111,95.0199966430664
1760866391.5592816,112,94.76000213623047
1760866487.5421832,113,94.5
1760866583.1094077,114,94.83000183105469
1760866679.041041,115,95.47000122070312
1760866775.1646821,116,95.37000274658203
1760866872.2552793,117,95.08999633789062
1760866968.5641656,118,95.2699966430664
1760867065.618235,119,95.4000015258789
1760867162.352509,120,95.69000244140625
1760867258.7478688,121,95.61000061035156
1760867356.5801127,122,95.58000183105469
1760867453.711592,123,95.62000274658203
1760867550.2722898,124,95.86000061035156
1760867647.28027,125,95.87999725341797
1760867745.450939,126,96.04000091552734
1760867840.7517989,127,95.88999938964844
1760867937.138749,128,95.91999816894531
1760868033.8537018,129,95.86000061035156
1760868129.183021,130,95.8499984741211
1760868225.8931813,131,81.20999908447266
1760868321.7278948,132,87.16000366210938
1760868419.3033683,133,81.98999786376953
1760868517.7828767,134,88.91999816894531
1760868615.558873,135,88.38999938964844
1760868713.1781533,136,89.11000061035156
1760868810.1641333,137,88.93000030517578
1760868906.5140977,138,89.97000122070312
1760869003.8298295,139,87.94000244140625
1760869100.7641757,140,89.51000213623047
1760869198.4624164,141,89.81999969482422
1760869296.3578691,142,89.69000244140625
1760869393.1442902,143,89.70999908447266
1760869491.7706935,144,91.1500015258789
1760869588.2746363,145,87.91000366210938
1760869685.6381922,146,89.44999694824219
1760869782.190081,147,88.6500015258789
1760869877.404785,148,90.48999786376953
1760869973.7665749,149,87.23999786376953
1760870071.0959277,150,89.77999877929688
1760870169.2094884,151,90.0999984741211
1760870267.478202,152,88.76000213623047
1760870364.5728333,153,91.06999969482422
1760870464.9444325,154,91.31999969482422
1760870566.6437705,155,90.37999725341797
1760870668.2649689,156,89.27999877929688
1760870773.629475,157,90.61000061035156
1760870880.1338913,158,91.9800033569336
1760870985.3377364,159,91.76000213623047
1760871090.7016337,160,91.12000274658203
1760871196.2846432,161,89.97000122070312
1760871299.8041725,162,91.9800033569336
1760871403.6984487,163,86.77999877929688
1760871507.8355517,164,85.98999786376953
1760871611.8775697,165,90.44999694824219
1760871717.9436028,166,91.68000030517578
1760871822.1517048,167,91.5
1760871924.2927554,168,91.22000122070312
1760872028.0534358,169,91.16000366210938
1760872130.2294042,170,91.61000061035156
1760872232.3717139,171,91.6500015258789
1760872336.6554186,172,92.91999816894531
1760872438.5873969,173,92.5
1760872540.0106294,174,89.2300033569336
1760872642.7802987,175,91.66999816894531
1760872743.9851668,176,91.58999633789062
1760872843.4735305,177,91.9800033569336
1760872945.1511986,178,93.12999725341797
1760873045.3572865,179,92.13999938964844
1760873144.6340117,180,92.1500015258789
1760873245.2883317,181,92.86000061035156
1760873346.246939,182,92.9000015258789
1760873445.5193927,183,91.88999938964844
1760873546.9136038,184,91.80000305175781
1760873648.2453432,185,92.33999633789062
1760873749.4087749,186,92.83000183105469
1760873850.5318925,187,92.88999938964844
1760873951.9082537,188,92.0999984741211
1760874054.331677,189,92.81999969482422
1760874155.8202078,190,93.13999938964844
1760874259.9108644,191,92.72000122070312
1760874362.053556,192,93.12000274658203
1760874467.172836,193,93.81999969482422
1760874571.8023903,194,93.3499984741211
1760874675.5429947,195,91.70999908447266
1760874778.4718835,196,93.80999755859375
1760874881.4707913,197,93.19000244140625
1760874984.8758707,198,93.91999816894531
1760875086.7543747,199,93.94999694824219
